"","Anho","Serotipo","semana","Total_Casos_Dengue(b)","Tasa _Incidencia _(c)","Confirmados_Laboratorio","Dengue_Grave_ (d)","DG/D_x100_(e)","Muertes","Letalidad_f","Poblacion_X1000","Precipitacion","Temp_Aire_med","Temp_Aire_max","Temp_Aire_min","Temp_Rocio_med","Humedad_med","Presion_Atm_med","Insolacion","Evaporacion"
"14",2017,"DEN 1","14",331,"4.86",150,1,"0.30",0,"0.000",6.811,4.54285714285714,25.6142857142857,34,18,20.9,76.7142857142857,996.285714285714,5.23333333333333,3.45
"15",2017,"DEN 1","15",332,"4.87",153,1,"0.30",0,"0.000",6.811,9,23.1857142857143,33.5,14.4,19.3,78.4,1000,5.5,3.24
"16",2017,"DEN 1","16",361,"5.30",175,1,"0.28",0,"0.000",6.811,7.31428571428571,21.9571428571429,27.8,15.2,19.3142857142857,87.4285714285714,1000,1.8,1.75
"17",2017,"DEN 1","17",709,"10.41",205,1,"0.14",0,"0.000",6.811,1.64285714285714,20.9857142857143,30.5,8.1,14.0142857142857,68.2857142857143,1002.57142857143,8.11428571428571,3.98571428571429
"18",2017,"DEN 1","18",715,"10.50",230,1,"0.14",0,"0.000",6.811,9.78571428571429,21.8,29,13,17.7571428571429,83.1428571428571,1002.42857142857,6.08,3.13333333333333
"19",2017,"DEN 1","19",915,"13.43",236,1,"0.11",0,"0.000",6.811,8.17142857142857,24.2285714285714,30.2,17.8,19.45,75.6666666666667,999.333333333333,5.88333333333333,2.3
"20",2017,"DEN 1","20",1.19,"17.47",252,0,"0.00",0,"0.000",6.811,2.72857142857143,20.8,29,13.8,14.6285714285714,70.5714285714286,997.833333333333,3.84285714285714,2.57142857142857
"21",2017,"DEN 1","21",1.301,"19.10",252,0,"0.00",0,"0.000",6.811,1.61428571428571,23.0571428571429,30.5,9.9,19.1857142857143,84,1000.71428571429,3.71428571428571,2.02857142857143
"22",2017,"DEN 1","22",1.45,"21.29",274,0,"0.00",0,"0.000",6.811,1.74285714285714,15.5142857142857,22.5,11.4,13.8142857142857,90.2857142857143,1004.85714285714,0.5,0.7
"23",2017,"DEN 1","23",1.487,"21.83",275,0,"0.00",0,"0.000",6.811,7.81428571428571,16.6285714285714,24.9,4.9,14.0571428571429,88.8571428571429,1001.42857142857,2.41428571428571,0.85
"24",2017,"DEN 1","24",1.549,"22.74",280,0,"0.00",0,"0.000",6.811,0,20.4714285714286,31,6.4,15.7285714285714,76.4285714285714,1000.85714285714,6.4,2.65714285714286
"25",2017,"DEN 1","25",1.564,"22.96",283,0,"0.00",0,"0.000",6.811,0.0714285714285714,19.5285714285714,29.5,5.1,11.9714285714286,67.5714285714286,1004.71428571429,6.47142857142857,3.45714285714286
"26",2017,"DEN 1","26",1.57,"23.05",285,0,"0.00",0,"0.000",6.811,0,21.8428571428571,29.5,15.1,15.0857142857143,68.7142857142857,1005.14285714286,5.87142857142857,3.21428571428571
"27",2017,"DEN 1","27",1.581,"23.21",287,0,"0.00",0,"0.000",6.811,0.0285714285714286,20.4428571428571,28.6,11.2,12.5571428571429,62.1428571428571,1007.28571428571,5.08571428571429,2.77142857142857
"28",2017,"DEN 1","28",1.294,"19.00",297,0,"0.00",0,"0.000",6.811,0.114285714285714,23.8285714285714,31.5,15.5,15.1285714285714,60.2857142857143,1003.28571428571,7.75714285714286,5.08571428571429
"29",2017,"DEN 1","29",1.326,"19.47",303,0,"0.00",0,"0.000",6.811,0.185714285714286,15.9857142857143,29,0,4.64285714285714,55.1428571428571,1010,6.88571428571429,3.64285714285714
"30",2017,"DEN 1","30",1.327,"19.48",304,0,"0.00",0,"0.000",6.811,0,25.1714285714286,33.2,14.5,11.0142857142857,43.5714285714286,1003.71428571429,8.53333333333333,5.9
"31",2017,"DEN 1","31",1.327,"19.48",305,0,"0.00",0,"0.000",6.811,0.242857142857143,21.6428571428571,31.9,9.8,12.6857142857143,63.1428571428571,1004.57142857143,6.11428571428571,3.42857142857143
"32",2017,"DEN 1","32",1.328,"19.50",305,0,"0.00",0,"0.000",6.811,5.08571428571429,26.9285714285714,37,16.2,14.5,51.7142857142857,995.428571428571,6.47142857142857,5.56666666666667
"33",2017,"DEN 1","33",1.335,"19.60",305,0,"0.00",0,"0.000",6.811,0.0428571428571429,20.9428571428571,29,9,14.9142857142857,71.4285714285714,1000.28571428571,6.15714285714286,2.95
"34",2017,"DEN 1","34",1.337,"19.63",311,0,"0.00",0,"0.000",6.811,0,23.6142857142857,35.5,8.1,11.5,48.5714285714286,1001.14285714286,8.67142857142857,6.71428571428571
"35",2017,"DEN 1","35",1.352,"19.85",311,0,"0.00",0,"0.000",6.811,0.185714285714286,26.3428571428571,36.8,10.6,15.5833333333333,52.3333333333333,999.666666666667,8.57142857142857,5.75714285714286
"36",2017,"DEN 1","36",1.374,"20.17",311,0,"0.00",0,"0.000",6.811,0.142857142857143,26.5,36.5,15.1,14.5142857142857,53.1428571428571,999.571428571429,7.31666666666667,6.04285714285714
"37",2017,"DEN 1","37",1.382,"20.29",313,0,"0.00",0,"0.000",6.811,3,20.9714285714286,38.2,14.8,15.1428571428571,72.4285714285714,1002.42857142857,4.62857142857143,4.86
"38",2017,"DEN 1","38",1.416,"20.79",314,0,"0.00",0,"0.000",6.811,0.271428571428571,23.6,37,13.4,15.1428571428571,64.4285714285714,1003.14285714286,6.57142857142857,4.28571428571429
"39",2017,"DEN 1","39",1.417,"20.80",315,0,"0.00",0,"0.000",6.811,0.371428571428571,25.3857142857143,34.5,16.4,17.9714285714286,66.5714285714286,999.142857142857,5.07142857142857,4.01428571428571
"40",2017,"DEN 1","40",1.487,"21.83",321,0,"0.00",0,"0.000",6.811,7.15714285714286,24.2857142857143,37.2,11.4,14.1142857142857,57.5714285714286,995.714285714286,7.11428571428571,5.35
"41",2017,"DEN 1","41",1.488,"21.85",324,0,"0.00",0,"0.000",6.811,8.84285714285714,24.7285714285714,37.8,15.4,19.7857142857143,78.2857142857143,997,4.71428571428571,3.01666666666667
"42",2017,"DEN 1","42",1.522,"22.35",333,0,"0.00",0,"0.000",6.811,2.75714285714286,26.4142857142857,37.5,12.8,18.9,65,998.285714285714,6.75714285714286,5.75714285714286
"43",2017,"DEN 1","43",1.562,"22.93",336,0,"0.00",0,"0.000",6.811,16.1857142857143,22.1285714285714,32.5,12.2,15.1285714285714,67.8571428571429,998.285714285714,7.07142857142857,4.58
"44",2017,"DEN 1","44",1.595,"23.42",339,0,"0.00",0,"0.000",6.811,8.54285714285714,24.5285714285714,33.5,14.4,17.8285714285714,68.2857142857143,997.571428571429,7.02857142857143,4.8
"45",2017,"DEN 1","45",1.612,"23.67",345,0,"0.00",0,"0.000",6.811,0.7,25.9142857142857,32,16.4,18.5428571428571,65.8571428571429,997.714285714286,7.6,4.87142857142857
"46",2017,"DEN 1","46",1.654,"24.28",361,0,"0.00",0,"0.000",6.811,0.642857142857143,26.2428571428571,35.6,14.2,15.9142857142857,56.2857142857143,995.285714285714,9.07142857142857,6.2
"47",2017,"DEN 1","47",1.678,"24.64",369,0,"0.00",0,"0.000",6.811,7.88571428571429,24.9285714285714,35.5,13.1,14.6571428571429,56.5714285714286,997.428571428571,9.1,6.01666666666667
"48",2017,"DEN 1, 2","48",1.68,"24.67",380,0,"0.00",0,"0.000",6.811,10.9,27.1,34.6,17,19.1571428571429,63.1428571428571,996.571428571429,9.75,6.25
"49",2017,"DEN 1, 2","49",1.764,"25.90",415,0,"0.00",0,"0.000",6.811,5.41428571428571,29.0285714285714,35.2,21.3,20.9571428571429,63.2857142857143,995,7.97142857142857,6.48333333333333
"50",2017,"DEN 1, 2","50",1.768,"25.96",454,0,"0.00",0,"0.000",6.811,0,30.8666666666667,38.5,20,19.5166666666667,52.6666666666667,995.833333333333,10.6285714285714,7.37142857142857
"51",2017,"DEN 1, 2","51",1.824,"26.78",495,0,"0.00",0,"0.000",6.811,11.6857142857143,27.5,37,22,22.9714285714286,77.8571428571429,995.857142857143,5.1,5.93333333333333
"52",2017,"DEN 1, 2","52",1.832,"26.90",616,0,"0.00",0,"0.000",6.811,1.725,27.6625,34.4,19.6,22.2,74,995.285714285714,8.0125,4.6125
